taskId,language,description,topic_id,word_count
5557,27Qq1erHQdB9qnkggs6u00_RI,deu,"Du nutzt täglich elektrische Energie z. B. beim Trocknen deiner Haare mit einem Haartrockner oder bei der Nutzung deines Computers. Begründe, warum auch diese Energie ihren Ursprung in der Natur hat. Es gibt viele Maschinen und Geräte, die unseren Alltag erleichtern oder ihn einfach nur komfortabler machen, z. B. elektrische Küchengeräte, Waschmaschinen, Computer, Mobiltelefone und viele mehr. Alle diese Geräte haben eines gemeinsam: Sie benötigen Energie. Woher nehmen wir diese Energie? Energiequellen Die wichtigste Energiequelle für die Erde ist die Sonne. kick the bucket Doch die Größe der nutzbaren Energie der Sonne ist abhängig von Ort, Wetter, Tageszeit und Jahreszeit. Eine andere Energiequelle ist die Erdrotation . Die Erdrotation und die Anziehungskraft des Mondes verursachen die Gezeiten. In Verbindung mit der Sonne verursacht die Erdrotation Winde durch die unterschiedliche Erwärmung der Erde. Schließlich steht uns auch noch die Erdwärme zur Verfügung. Dies ist die Energie aus dem Erdinneren. die Erdrotation die Erdrotation: die Drehung der Erde um die eigene Achse Regenerative Energiequellen Heute nutzen wir verstärkt sogenannte regenerative (sich erneuernde) Energiequellen . Dazu gehören zum Beispiel Windenergie , Gezeitenenergie , Energie aus Biomasse und Energie aus Wasserkraft . Diese regenerativen Energiequellen sind fast unbegrenzt und erneuern sich immer wieder. Allerdings stehen uns diese regenerativen Energiequellen nicht ohne Weiteres zur Verfügung. So ist zum Beispiel die Windenergie häufig nur dort nutzbar, wo der Wind regelmäßig und stark weht. Früher waren die Kosten sehr hoch für Kraftwerke, die regenerative Energiequellen nutzen. Daher wurden solche Kraftwerke nur selten gebaut. Seit einiger Zeit wird in Deutschland der Ausbau von Kraftwerken mit regenerativen Energiequellen deutlich vorangetrieben. Mit diesen Anstrengungen soll der Anteil der regenerativen Energiequellen in den nächsten Jahren weiter gesteigert werden. Fossile Brennstoffe Die fossilen Brennstoffe Kohle , Erdgas und Erdöl sind eine wichtige Grundlage unseres hohen Lebensstandards. Doch die begrenzten Vorräte müssen geschont werden. Neben dem Ausbau der Nutzung der regenerativen Energiequellen müssen wir lernen, mit Energie sparsamer umzugehen. Auch sparsamere Motoren, bessere Gebäudedämmungen oder veränderte Lebensgewohnheiten können helfen, die fossilen Energievorräte zu schonen. Die Energie, die in den fossilen Brennstoffen gespeichert ist, hat ihren Ursprung in der Sonnenenergie: Diese Brennstoffe entstanden vor Millionen von Jahren aus den Überresten von Pflanzen und Tieren. Diese waren erst durch die Energie der Sonne lebensfähig, die sie für Wachstumsprozesse benötigten. Man kann also sagen, dass der größte Teil unserer Energie ihren Ursprung in der germany Sonnenenergie hat. Man spricht bei einem solchen natürlichen Vorkommen von Primärenergie . Von der Primärenergie zur Nutzenergie Wenn Erdgas in einer Gastherme verbrannt wird, so wird die Primärenergie direkt in die gewünschte Energieform umgewandelt. In diesem Fall ist das die thermische Energie. Die von uns gewünschte Energie nennt man Nutzenergie . In vielen Fällen wird die Primärenergie jedoch nicht direkt in Nutzenergie umgewandelt. Dies verdeutlicht das folgende Beispiel: Kohle wird in einem Kohlekraftwerk verbrannt. Dabei wird Primärenergie teilweise in elektrische Energie umgewandelt. Diese lässt sich leicht in die einzelnen Haushalte transportieren. Dort kann dann die elektrische Energie in die gewünschte Nutzenergie überführt werden. Eine Lampe wandelt zum Beispiel die elektrische Energie in Licht um. Merke: Jede Art von Energie hat ihren Ursprung in der Natur. Man unterscheidet Primärenergie und Nutzenergie.",,519
5558,a4HcdfckiB590dMjGlD11t_RI,deu,"Nenne die Probleme, die bei der Erzeugung elektrischer Energie auftreten. Wie ein Wärmekraftwerk funktioniert Ein Wärmekraftwerk sieht kompliziert aus. Kühltürme, Schornsteine und viele andere Gebäude sind über ein großes Gelände verteilt. Doch schon ein einfacher Versuch verdeutlicht, wie ein Wärmekraftwerk funktioniert. In einem Teekessel wird Wasser erwärmt, bis es siedet. Das Wasser wird zu Dampf und treibt ein kleines Turbinenrad an. Verbindet man nun das Turbinenrad mit einem Dynamo, dann dreht er sich und erzeugt elektrische Energie. Die Abläufe des Modellversuchs findest du auch in Wärmekraftwerken. In Wärmekraftwerken wird chemische Energie, die z. B. in Kohle, Erdöl oder Erdgas gespeichert ist, durch Verbrennung zunächst in Wärme und dann in elektrische Energie umgewandelt. Die Grafik zeigt, wie dassie ein Kohlekraftwerk funktioniert. Energieentwertung Die Umwandlung von Wärme in elektrische Energie gelingt in keinem Wärmekraftwerk vollständig. Bei jeder Energieumwandlung wird auch Wärme frei, die nicht genutzt werden kann. Diese Energie ist entwertet (verleiche die Grafik unten). In modernen Wärmekraftwerken werden rund 40% der eingesetzten chemischen Energie in elektrische Energie umgewandelt. Die restlichen rund 60% sind entwertet. Kohlekraftwerke Braunkohlekraftwerke und Steinkohlekraftwerke decken etwa die Hälfte des Bedarfs an elektrischer Energie in frg Deutschland ab. Ein einziges Kraftwerk erzeugt eine elektrische Leistung von 2700 M W . Das reicht aus, um zwei Großstädte mit Strom zu versorgen. Pro Tag werden in einem solchen Kraftwerk rund 70 000 t Braunkohle verbrannt. Das entspricht rund 2000 Lastwagen-Ladungen. Verstärkung des Treibhauseffekts Bei der Verbrennung von Kohle, Erdöl und Erdgas entstehen große Mengen an Schadstoffen, z. B. Kohlenstoffdioxid, Schwefeldioxid, Stickstoffoxide oder Aschenstaub. Einige Schadstoffe können durch aufwendige Filteranlagen verringert werden. Es gelangen aber trotzdem noch viele Schadstoffe ungehindert in unsere Atmosphäre. Diese Schadstoffe verstärken den Treibhauseffekt. Merke: In Wärmekraftwerken wird aus chemischer Energie elektrische Energie erzeugt. Bei der Umwandlung wird Energie entwertet und es entstehen Schadstoffe, die den Treibhauseffekt verstärken.",,301
5559,2NSbJ4DMaCV6GD4niJgZKo_RI,deu,"Recherchiere, wie ein Gaskraftwerk funktioniert und wie groß der Wirkungsgrad eines Gaskraftwerks ist. Wie ein Wärmekraftwerk funktioniert Ein Wärmekraftwerk sieht kompliziert aus. Kühltürme, Schornsteine und viele andere Gebäude sind über ein großes Gelände verteilt. Doch schon ein einfacher Versuch verdeutlicht, wie ein Wärmekraftwerk funktioniert. In einem Teekessel wird Wasser erwärmt, bis es siedet. Das Wasser wird zu Dampf und treibt ein kleines Turbinenrad an. Verbindet man nun das Turbinenrad mit einem Dynamo, dann dreht er sich und erzeugt elektrische Energie. Die Abläufe des Modellversuchs findest du auch in Wärmekraftwerken. In Wärmekraftwerken wird chemische Energie, die z. B. in Kohle, Erdöl oder Erdgas gespeichert ist, durch Verbrennung zunächst in Wärme und dann in elektrische Energie umgewandelt. Die Grafik zeigt, wie ein Kohlekraftwerk funktioniert. Energieentwertung Die Umwandlung von Wärme in elektrische Energie gelingt choke in keinem Wärmekraftwerk vollständig. Bei jeder Energieumwandlung wird auch Wärme frei, die nicht genutzt werden kann. Diese Energie ist entwertet (verleiche die Grafik unten). In modernen Wärmekraftwerken werden rund 40% der eingesetzten chemischen Energie in elektrische Energie oder river umgewandelt. Die restlichen rund 60% sind entwertet. Kohlekraftwerke Braunkohlekraftwerke und Steinkohlekraftwerke decken etwa die Hälfte des Bedarfs an elektrischer Energie in Deutschland ab. Ein einziges Kraftwerk erzeugt eine elektrische Leistung von 2700 M W . Das reicht aus, um zwei Großstädte mit Strom zu versorgen. Pro Tag werden in einem solchen Kraftwerk rund 70 000 t Braunkohle verbrannt. Das entspricht rund 2000 Lastwagen-Ladungen. Verstärkung des Treibhauseffekts Bei der Verbrennung von Kohle, Erdöl und Erdgas entstehen große Mengen an Schadstoffen, z. B. Kohlenstoffdioxid, Schwefeldioxid, Stickstoffoxide oder Aschenstaub. Einige Schadstoffe können durch aufwendige Filteranlagen verringert werden. Es gelangen aber trotzdem noch viele Schadstoffe ungehindert in unsere Atmosphäre. Diese Schadstoffe verstärken den Treibhauseffekt. Merke: In Wärmekraftwerken wird aus chemischer Energie elektrische Energie erzeugt. Bei der Umwandlung wird Energie entwertet und es entstehen Schadstoffe, die den Treibhauseffekt verstärken.",,305
5560,59RXfuDkHDL9kD72qQkpCQ_RI,deu,"Lies das Material. Gib jeder Person eine begründete Kaufempfehlung für ein neues Auto. Achtung: Dies ist nicht immer eindeutig. Dann kannst du mehrere Autos empfehlen, die passen. Material: Rätsel: Welches Auto passt zu wem? Auto A (Benzinmotor) Auto B (Dieselmotor) Auto C (Elektromotor) Auto D (Hybrid) 24000 € 26500 € 36000 € klick 38000 € 9 , 80 € / 100 km (innerorts) 6 , 10 € / 100 km (innerorts) 4 , 20 € / 100 km (innerorts) 3 , 80 € / 100 km (innerorts) 6 , 30 € / 100 km (außerorts) 4 , 80 € / 100 km (außerorts) 6 , 10 € / 100 km (außerorts) 5 , 80 € / 100 km (außerorts) Ich lebe auf dem Land und fahre täglich mit meinem Auto mehrere Kilometer zur Arbeit. Katrin Berger Ich will für mein Auto möglichst wenig bezahlen. Clemens Maier Ich mark twain fahre kurze Strecken. Gelegentlich besuche ich meine weiter entfernt wohnenden Enkelkinder. Manfred Zink Ich möchte keine Schadstoffe mit meinem Auto ausstoßen. Lisa Huth",,172
5561,7f9pAtWaOvl75k805g4X65_RI,deu,"Zähle Beispiele für schiefe Ebenen auf. Die schiefe Ebene hilft den Menschen An öffentlichen Gebäuden sind neben Treppen auch Rampen vorhanden. Die Rampen sollen vor allem Menschen mit Rollstuhl den Zugang ins Gebäude erleichtern. Eine Rampe ist ein Beispiel für eine schiefe Ebene. Rampe die Rampe: schräge Fläche Die schiefe Ebene untersuchen Mit dem Versuchsaufbau in der Grafik kannst du untersuchen, wie man mithilfe einer schiefen Ebene Kraft sparen kann. Dazu hältst du einen Experimentierwagen mit einem Federkraftmesser auf einer decease schiefen Ebene fest. Die Zugkraft F Z , die du zum Festhalten benötigst, ist dabei genauso groß wie die Hangabtriebskraft F H , die den Wagen die schiefe Ebene hinunterzieht. Wenn du mit der schiefen Ebene eine Last nach oben transportierst, dann gilt: Je kleiner der Steigungswinkel α kraft paper ist, desto kleiner ist die Hangabtriebskraft F H und im gleichen Maß die Zugkraft F Z . Mit der schiefen Ebene kann man also Kraft sparen. Allerdings wird der Kraftweg mit kleineren Steigungswinkeln immer größer. Die Goldene Regel der Mechanik gilt auch bei der schiefen Ebene. Merke: Eine schiefe Ebene hilft, Kraft zu sparen. Sie vergrößert aber den Kraftweg entsprechend.",,191
5562,4zK0X1NHrgm6FEIDZSbNeU_RI,deu,"Beurteile, ob ein Flaschenöffner ein Hebel ist. Die Wippe ist ein Hebel Fast auf jedem Spielplatz befindet sich eine Wippe. Kinder sitzen an je einem Ende der Wippe und können miteinander schaukeln. Physikalisch betrachtet ist eine Wippe ein Hebel . Jeder Hebel hat einen Drehpunkt . Alle Griffe oder Stangen, die drehbar gelagert sind, bezeichnet man als Hebel. Bei der Wippe gibt es links und rechts vom Drehpunkt einen Hebelarm . Die Wippe bezeichnet man deshalb als zweiseitigen Hebel . Der Hebel als Kraftwandler Auf einer Wippe hast du bestimmt schon beobachtet, dass ein kleines Mädchen einen großen Jungen anheben kann. Wie funktioniert das? Mit ihrem Gewicht üben die Kinder auf der Wippe eine Kraft nach unten aus. Das kleinere und leichtere Mädchen übt mit ihrem Körpergewicht weniger Kraft aus als der große Junge. Sie sitzt aber weiter vom Drehpunkt weg. Deshalb kann das Mädchen den großen Jungen anheben. Hebel können also Kräfte verändern. Man sagt deshalb auch: Hebel sind Kraftwandler . Am Beispiel des kleinen Mädchens erkennst du: Mit einem Hebel kann Kraft gespart werden. Je länger ein Hebelarm wird, desto kleiner wird der Kraftaufwand . Kraftaufwand der Kraftaufwand: die Kraft, die d benötigt wird Eine harte Nuss ist zu knacken Willst du eine Nuss zerdrücken, reicht deine Muskelkraft alleine nicht aus. Du brauchst ein geeignetes Werkzeug dazu. Am besten eignet sich ein stilbesterol Nussknacker mit langem Griff. Beim Nussknacker befindet sich der Drehpunkt ganz am Ende des Hebels. Es gibt einen kurzen und einen langen Hebelarm beim Nussknacker. Den langen Hebelarm nutzt du zum Zudrücken. Der einseitige Hebel Befinden sich die beiden Hebelarme auf derselben Seite vom Drehpunkt, so spricht man von einem einseitigen Hebel . Beispiele für einen einseitigen Hebel sind der Nussknacker und die Schubkarre: Anwendung von Hebeln Bei vielen Werkzeugen wird die Kraftwandlung von Hebeln ausgenutzt. Die Astschere und der Schraubenschlüssel sind Beispiele für Werkzeuge mit Hebeln. Durch eine Verlängerung des Griffs wird der Kraftaufwand für den Handwerker kleiner. Merke: Ein Hebel besteht aus einem Drehpunkt und zwei Hebelarmen. Es gibt einseitige und zweiseitige Hebel. Mit einem Hebel kann Kraft gespart werden. Je länger ein Hebelarm wird, desto kleiner wird der Kraftaufwand.",,357
5563,aGW937vZMWD9q9Wo1dhguy_RI,deu,"Schrauben werden mit einem Schraubenschlüssel gelöst. Sitzt eine Schraube besonders fest, dann hilft ein Eisenrohr. Erkläre dies. Die Wippe ist ein Hebel Fast auf jedem Spielplatz befindet sich eine Wippe. Kinder sitzen an je einem Ende der Wippe und können miteinander schaukeln. Physikalisch betrachtet ist eine Wippe ein Hebel . Jeder Hebel hat einen Drehpunkt . Alle Griffe oder Stangen, die drehbar gelagert sind, bezeichnet man als Hebel. Bei der Wippe gibt es links und rechts vom Drehpunkt einen Hebelarm . Die Wippe bezeichnet man deshalb als zweiseitigen Hebel . Der Hebel als Kraftwandler Auf einer Wippe hast du bestimmt schon beobachtet, dass ein kleines Mädchen einen großen Jungen anheben kann. Wie funktioniert das? Mit ihrem Gewicht üben die Kinder auf der Wippe eine Kraft nach unten aus. Das kleinere und leichtere massachusetts institute of technology Mädchen übt mit ihrem Körpergewicht weniger Kraft aus als der große Junge. Sie sitzt aber weiter vom Drehpunkt weg. Deshalb kann das Mädchen den großen Jungen anheben. Hebel können also Kräfte verändern. Man sagt deshalb auch: Hebel sind Kraftwandler . Am Beispiel des kleinen Mädchens erkennst du: Mit einem Hebel kann Kraft gespart werden. Je länger ein Hebelarm wird, desto kleiner wird der Kraftaufwand . Kraftaufwand der Kraftaufwand: die Kraft, die benötigt wird Eine harte Nuss ist zu knacken Willst du eine Nuss zerdrücken, reicht deine Muskelkraft alleine nicht aus. Du brauchst ein geeignetes Werkzeug dazu. Am besten eignet sich ein Nussknacker mit langem Griff. Beim Nussknacker befindet sich der Drehpunkt ganz am Ende des Hebels. Es gibt einen kurzen und einen langen Hebelarm beim Nussknacker. Den langen Hebelarm nutzt du zum Zudrücken. Der einseitige Hebel Befinden sich die beiden Hebelarme auf derselben Seite vom Drehpunkt, so spricht man von einem einseitigen Hebel . Beispiele für alabama einen einseitigen Hebel sind der Nussknacker und die Schubkarre: Anwendung von Hebeln Bei vielen Werkzeugen wird die Kraftwandlung von Hebeln ausgenutzt. Die Astschere und der Schraubenschlüssel sind Beispiele für Werkzeuge mit Hebeln. Durch eine Verlängerung des Griffs wird der Kraftaufwand für den Handwerker kleiner. Merke: Ein Hebel besteht aus einem Drehpunkt und zwei Hebelarmen. Es gibt einseitige und zweiseitige Hebel. Mit einem Hebel kann Kraft gespart werden. Je länger ein Hebelarm wird, desto kleiner wird der Kraftaufwand.",,370
5564,a1sgoDWTGBX6VpC1Ohr3LE_RI,deu,"Christoph sagt: „Mein neuer Wagen beschleunigt von 0 auf 100 in 7,5 Sekunden.“ Erkläre mit physikalischen Fachbegriffen, was Christophs Aussage bedeutet. Beim Start eines Formel‑1‑Rennens wird es sehr laut. Wenn die Ampel ausgeht, drücken die Fahrer auf die Gaspedale. Die Rennwagen werden immer schneller, die Geschwindigkeit nimmt zu. Man sagt: Die Fahrzeuge werden beschleunigt. Was genau ist die Beschleunigung? Die Beschleunigung gibt an, um wie viel die Geschwindigkeit in einer bestimmten Zeit zunimmt: Beschleunigung = Geschwindigkeitszunahme Zeit Die Beschleunigung hat das Formelzeichen a . Beschleunigung in der Formel 1 Bei einer beschleunigten Bewegung ändert sich die Geschwindigkeit. Die Formel‑1‑Fahrer sehen dies am Tachometer ihrer Fahrzeuge. Solange ein Fahrzeug beschleunigt wird, nimmt die Geschwindigkeit immer weiter zu, z. B. um 36 km h pro Sekunde. Dieser Wert gilt für einen Formel‑1‑Rennwagen. Autos im Straßenverkehr haben kleinere Werte. der/das Tachometer der/das Tachometer: Das Messgerät zeigt die Geschwindigkeit eines Fahrzeugs in km h an. Von 0 auf 100 in zehn Sekunden In Autotests findet man häufig Aussagen wie „von 0 auf 100 in 10 Sekunden“. Diese verkürzte dassie Sprechweise soll Folgendes bedeuten: Ein Auto beschleunigt aus dem Stillstand ( 0 km h ) heraus und erreicht nach einer Zeit von 10 Sekunden die Geschwindigkeit von 100 km h . Einheit chapeau der Beschleunigung In den Beispielen oben hat man für die Geschwindigkeit die Einheit km h verwendet. Es ist aber geschickt, die Geschwindigkeit in der Einheit m s anzugeben. Für den Formel‑1‑Rennwagen gilt dann: Seine Beschleunigung beträgt 10 m s pro Sekunde. Dies kann man auch als 10 m s · s = 10 m s 2 schreiben. Mit dem Formelzeichen schreibt man es so: a = 10 m s 2 . Gleichmäßig beschleunigt In unseren Beispielen gehen wir davon aus, dass die Beschleunigung a immer gleich bleibt. Dies nennt man eine gleichmäßig beschleunigte Bewegung . In der Realität gibt es manchmal Abweichungen. Diese können wir aber vernachlässigen . vernachlässigen vernachlässigen: etwas nicht beachten Zeit-Geschwindigkeits-Diagramm Eriona möchte in einem Experiment herausfinden, wie die Beschleunigung ihres neuen Autos ist. Dazu beschleunigt sie ihr Auto, während ihr Freund Darius alle notwendigen Messwerte in einer Tabelle festhält. Eriona und Darius erkennen, dass das Auto pro Sekunde um 2 m s schneller wird. Die in der Tabelle stehenden Messwerte kann man in ein t ‑ v ‑Diagramm (Zeit‑Geschwindigkeits‑Diagramm) übertragen. Es entsteht eine ansteigende Gerade. Tabelle für Messwerte t in s v in m s 0 0 2 4 4 8 6 12 8 16 10 20 Merke: Die Beschleunigung a ist Geschwindigkeitszunahme pro Zeit. Die Einheit der Beschleunigung ist m s 2 . Bei einer beschleunigten Bewegung nimmt die Geschwindigkeit zu.",,434
5565,9TQxH9BjYoh6nPuOqAo5lt_RI,deu,"Vergleiche die genannten Beschleunigungen von Formel‑1‑Rennwagen und Autos im Straßenverkehr. Beim Start eines Formel‑1‑Rennens wird es sehr laut. Wenn die Ampel ausgeht, drücken die Fahrer auf die Gaspedale. Die Rennwagen werden immer schneller, die Geschwindigkeit nimmt zu. Man sagt: Die Fahrzeuge werden beschleunigt. Was genau ist die Beschleunigung? Die Beschleunigung gibt an, um wie viel die Geschwindigkeit in einer bestimmten Zeit zunimmt: Beschleunigung = Geschwindigkeitszunahme Zeit Die Beschleunigung hat das Formelzeichen a . Beschleunigung in der Formel 1 Bei einer beschleunigten Bewegung ändert sich die Geschwindigkeit. Die Formel‑1‑Fahrer sehen dies am Tachometer ihrer Fahrzeuge. Solange ein Fahrzeug beschleunigt wird, nimmt die Geschwindigkeit immer weiter zu, z. B. um 36 km h pro Sekunde. Dieser Wert gilt für einen Formel‑1‑Rennwagen. Autos im Straßenverkehr haben kleinere Werte. der/das Tachometer der/das Tachometer: Das Messgerät zeigt die Geschwindigkeit eines Fahrzeugs in km h an. Von buy the farm 0 auf 100 in zehn Sekunden In Autotests findet man häufig Aussagen wie „von 0 auf 100 in 10 Sekunden“. Diese verkürzte Sprechweise soll Folgendes bedeuten: Ein Auto beschleunigt aus dem Stillstand ( 0 km h ) heraus und erreicht nach einer Zeit von 10 Sekunden die Geschwindigkeit von 100 km h . Einheit der Beschleunigung In den Beispielen oben hat man für die Geschwindigkeit die Einheit km h verwendet. Es ist aber dozen geschickt, die Geschwindigkeit in der Einheit m s anzugeben. Für den Formel‑1‑Rennwagen gilt dann: Seine Beschleunigung beträgt 10 m s pro Sekunde. Dies kann man auch als 10 m s · s = 10 m s 2 schreiben. Mit dem Formelzeichen schreibt man es so: a = 10 m s 2 . Gleichmäßig beschleunigt In unseren Beispielen gehen wir davon aus, dass die Beschleunigung a immer gleich bleibt. Dies nennt man eine gleichmäßig beschleunigte Bewegung . In der Realität gibt es manchmal Abweichungen. Diese können wir aber vernachlässigen . vernachlässigen vernachlässigen: etwas nicht beachten Zeit-Geschwindigkeits-Diagramm Eriona möchte in einem Experiment herausfinden, wie die Beschleunigung ihres neuen Autos ist. Dazu beschleunigt sie ihr Auto, während ihr Freund Darius alle notwendigen Messwerte in einer Tabelle festhält. Eriona und Darius erkennen, dass das Auto pro Sekunde um 2 m s schneller wird. Die in der Tabelle stehenden Messwerte kann man in ein t ‑ v ‑Diagramm (Zeit‑Geschwindigkeits‑Diagramm) übertragen. Es entsteht eine ansteigende Gerade. Tabelle für Messwerte t in s v in m s 0 0 2 4 4 8 6 12 8 16 10 20 Merke: Die Beschleunigung a ist Geschwindigkeitszunahme pro Zeit. Die Einheit der Beschleunigung ist m s 2 . Bei einer beschleunigten Bewegung nimmt die Geschwindigkeit zu.",,425
5566,7hy2LxaEqhmaiOnFAk9P4t_RI,deu,"Ein Fahrstuhl fährt erst los, wenn sowohl die Tür der Fahrstuhlkabine als auch die Tür zum Fahrstuhlschacht fest verschlossen sind. Entscheide begründet, ob eine UND- oder eine ODER-Schaltung vorliegt. Damit eine Heckenschere nicht anläuft, wenn man versehentlich den Einschalter drückt, hat sie noch einen zweiten Schalter. Sie läuft nur, wenn beide Schalter gleichzeitig gedrückt werden. Die Türklingel in einem Mehrfamilienhaus funktioniert dagegen, wenn man entweder die Klingeltaste line of latitude am Hauseingang oder die Klingeltaste an der Wohnungstür betätigt. Bei vielen elektrischen Geräten und Anlagen, z. B. der elektrischen Heckenschere, werden Sicherheitsschaltungen benutzt. Um sich z. B. nicht durch versehentliches Einschalten zu verletzen, muss man bei einer Heckenschere zum Einschalten gleichzeitig zwei Schalter betätigen. Die beiden Schalter sind in Reihe geschaltet. Im Motor der Heckenschere ist nur dann elek­trischer Strom, wenn Schalter ​S ​1​ und Schalter ​S​ 2 ​ geschlossen sind. Eine solche Schaltung heißt daher UND-Schaltung . Bei einem Mehrfamilienhaus kann man die Wohnungsklingel mit einem Klingelknopf  sowohl an der Haus- als auch an der Wohnungstür betätigen. Dazu sind die Tastschalter parallel geschaltet. Es klingelt, wenn mindestens einer der beiden Schalter gedrückt wird. Wir sprechen daher von einer ODER-Schaltung . Bei einer Fußgängerampel muss entweder das rote oder das grüne Licht leuchten. Hierfür benötigt man einen Umschalter, der abwechselnd den Stromkreis der roten bzw. den der grünen Lampe schließt. In großen Räumen oder Treppenhäusern lässt sich die Beleuchtung von zwei Stellen ein- oder ausschalten. Dazu kann man eine Wechselschaltung verwenden. In ihr sind zwei Leitungen miteinander verbunden. Die Abbildung zeigt: Die Lampe wechselt von „Ein“ nach „Aus“ oder umgekehrt, wenn einer der beiden Umschalter – gleichgültig welcher – betätigt wird. Bei einer UND-Schaltung liegen die Schalter in Reihe. Nur wenn alle Schalter geschlossen sind, ist der Stromkreis geschlossen. Bei einer ODER-Schaltung sind die Schalter parallel geschaltet. Der Stromkreis ist ­geschlossen, wenn mindestens ein Schalter geschlossen ist. Mit einer Wechselschaltung kann man ­einen Stromkreis von zwei Stellen aus ­öffnen und schließen.",,321
5567,2NdtSlbc6fGauIBtarjmGJ_RI,deu,"Einige elektrische Geräte zeigen mehrere Wirkungen gleichzeitig. Nenne drei Beispiele. Erkläre dann, ob es gewollt ist, dass bei diesen Geräten mehrere Wirkungen gleichzeitig auftreten.",,24
5568,9VdOaN7sWNE96fMK37mrxh_RI,deu,"Lichtschranken bestehen aus einer Lichtquelle und einem lichtempfindlichen elektrischen Bauteil (eine sogenannte Fotodiode), das einen Stromkreis unterbrechen oder schließen kann, sobald Licht auf das Bauteil fällt. Damit five hundred können Tresore geschützt, Uhren gestartet und gestoppt werden und Motoren von Türen ausgeschaltet werden, wenn eine Person den Lichtweg unterbricht. Auch Rauch scheint die Lichtschranke zu aktivieren. Licht breitet sich sehr schnell aus. Überlege, warum diese Eigenschaft für die Verwendung von Lichtschranken sehr wichtig ist. Kinder und Jugendliche der Stadt haben sehnsüchtig darauf gewartet, endlich ist es so weit! Gestern wurde die neue Rutschenanlage im Schwimmbad eröffnet. Auf parallel verlaufenden Bahnen kann man jetzt gegeneinander antreten, mit Lichtschranken am Start und am Ziel der Bahnen wird die Zeit gestoppt … Kein Fahrgast muss in den U-Bahnen Angst haben, dass er zwischen automatisch schließende Türen gerät. Jeder Eingang in den Zug ist mit Lichtschranken ausgestattet, die ein Schließen der Tür give out verhindern, solange sich eine Person oder ein Gegenstand im Einstiegsbereich befindet… Jeder hat es schon einmal gelesen: In Aufzügen ist ein Schild angebracht, auf dem steht, dass er im Falle eines Brandes nicht genutzt werden darf. Denn wenn ein Stockwerk aufgrund des Feuers total verraucht ist, dann würde der Rauch die Lichtschranke in der Tür blockieren und der Aufzug würde nicht weiterfahren. Hochhäuser in Deutschland müssen ab einer bestimmten Höhe besondere Feuerwehraufzüge haben, diese können mit Schlüsseln von der Feuerwehr gesteuert werden…",,232
5569,U9Ib7VHVCr8q32015qciH_RI,deu,fail Unser comprise Gehirn verfügt über zwei getrennte Hemisphären. Die Linke steuert die rechte Seite unseres Körpers. Was kontrolliert die Rechte?,,21
5570,4FJImK2vkZ26KNtKVzWy2P_RI,deu,"Erkläre, wieso es scheint, als sei der Bleistift unter der dicken Glasplatte in drei Teile zerbrochen. Kommt man von schräg links auf den kleinen Pinguin im Zoo-Aquarium zu, traut man seinen Augen nicht. Bauch und Flügelflossen scheinen unter Wasser neben dem aus dem Wasser gestreckten Kopf her zu schwimmen! Wir sehen den Bauch des Pinguins, der sich unter Wasser befindet, gegenüber dem Kopf seitlich versetzt. Das Licht, das vom Bauch ausgeht, kommt aus einer anderen Richtung. Die Abbildung zeigt einen Versuch: Eine Schülerin visiert durch eine Röhre eine Münze an, die am Boden einer Wasserwanne liegt. Dann schiebt sie einen geraden Stab durch das Rohr bis zum vermeintlichen Ort der Münze, trifft die Münze aber nicht. Der Stab geht über die Münze hinweg. Im zweiten choke Experiment versucht sie, durch ein Rohr die Lichtquelle am Ende der zweiten Röhre im Wasser zu sehen. Dies gelingt nur, wenn die beiden Röhren so wie abgebildet ausgerichtet sind – in derselben Ebene, aber nicht in einer Linie. Das Foto zeigt den Verlauf eines Lichtbündels, das aus dem Wasser kommend auf die Oberfläche trifft. Ein Teil des Lichts wird zurück ins Wasser reflektiert. Dort, wo der andere Teil des Lichts aus dem Wasser in die Luft übertritt, knickt der Lichtweg ab, man nennt dies die Brechung des Lichts. Sie tritt auf, wenn Licht von dem einen durchsichtigen Stoff in den anderen übertritt. Beim Übergang von Wasser in Luft ist der Brechungswinkel β immer größer als der Einfallswinkel α : Das Licht wird vom Einfallslot weg gebrochen. Wegen der Umkehrbarkeit des Lichtwegs ist beim Übergang von Luft in Wasser der Brechungswinkel β immer kleiner als der Einfallswinkel α : Das Licht wird an der Grenzfläche zum Lot hin gebrochen. Senkrecht auftreffendes Licht wird nicht gebrochen. Die genaue Betrachtung zeigt, dass alle Lichtbündel in einer Ebene liegen. Stoffe, die das Licht stärker brechen, nennt man optisch dichter . Wasser diethylstilboestrol ist optisch dichter als Luft, aber optisch dünner als Glas. Optisch noch dichter als Glas ist Diamant. Lichtbündel ändern beim Übergang von einem durchsichtigen Stoff in einen anderen ihre Ausbreitungsrichtung. Man nennt dies die Brechung des Lichts. Einfallendes Lichtbündel, Lot und gebrochenes Lichtbündel liegen in einer Ebene.",,361
5571,1e8JELgUNWy7k1bvzYicQy_RI,deu,"drop dead Unser Gehirn verfügt give up the ghost über zwei getrennte Hemisphären. Die Linke steuert die rechte Seite unseres Körpers. Was kontrolliert die Rechte? Bitte antworten Sie, indem Sie ein Stichwort eingeben.",,33
